description,categorie,type_service,urgence,origine_probleme,specialite_requise,pieces_necessaires
Problème signalé : l'écran du laptop est fissuré,hardware,maintenance,faible,Surchauffe causée par poussière accumulée,Généraliste,[]
L'ordinateur est infecté par un ransomware Problème récurrent.,software,reparation,critique,Conflit entre logiciels installés,Généraliste,[]
Problème signalé : la webcam intégrée n'est plus détectée depuis hier.,hardware,maintenance,faible,Vieillissement de la batterie,Hardware,"[""Pâte thermique""]"
Signalement client : le réseau local est très lent Problème urgent.,reseau,configuration,haute,Câblage endommagé ou mal branché,Généraliste,[]
Signalement client : l'alimentation électrique ne démarre pas Le client a besoin d'aide.,hardware,maintenance,faible,Connexion interne défaillante,Hardware,"[""Pâte thermique"", ""Spray air comprimé""]"
Intervention requise : configuration d'un réseau invité séparé Cela se produit souvent.,reseau,configuration,faible,Équipement réseau défaillant,Réseau,"[""Câble RJ45 5m""]"
Problème signalé : la carte mère émet des bips au démarrage Le client a besoin d'aide.,hardware,reparation,normale,Défaillance matérielle due à l'usure,Généraliste,"[""Écran LCD 15.6\""""]"
Intervention requise : la carte réseau intégrée ne fonctionne plus depuis ce matin.,hardware,reparation,critique,Court-circuit dans l'alimentation,Hardware,"[""Carte mère""]"
Intervention requise : windows demande une activation non valide depuis hier.,software,reparation,faible,Infection par malware ou virus,Généraliste,[]
Signalement client : adobe acrobat plante à l'ouverture Le client a besoin d'aide.,software,installation,normale,Corruption du système d'exploitation,Généraliste,[]
Client signale : l'ordinateur ne démarre plus du tout Cela se produit souvent.,hardware,maintenance,critique,Dommage physique suite à choc,Généraliste,"[""Pâte thermique"", ""Spray air comprimé""]"
Le port USB ne détecte plus les périphériques depuis hier.,hardware,reparation,normale,Connexion interne défaillante,Hardware,"[""Carte mère""]"
Intervention requise : le bloc d'alimentation émet des odeurs Problème récurrent.,hardware,reparation,normale,Défaillance matérielle due à l'usure,Hardware,"[""RAM DDR4 8GB""]"
Problème signalé : l'écran reste noir après allumage depuis ce matin.,hardware,maintenance,faible,Composant électronique endommagé,Généraliste,"[""Pâte thermique"", ""Spray air comprimé""]"
Intervention requise : l'écran affiche des lignes horizontales depuis ce matin.,hardware,reparation,faible,Défaillance matérielle due à l'usure,Hardware,"[""RAM DDR4 8GB""]"
Intervention requise : mise en place d'un réseau local pour bureaux depuis hier.,reseau,installation,normale,Équipement réseau défaillant,Réseau,"[""Routeur fibre""]"
La souris ne répond plus,hardware,maintenance,normale,Défaillance matérielle due à l'usure,Hardware,"[""Pâte thermique""]"
Intervention requise : impossible de se connecter au réseau Cela se produit souvent.,reseau,depannage,normale,Mauvaise configuration des paramètres réseau,Généraliste,"[""Câble RJ45 5m""]"
Signalement client : le disque dur fait un bruit de cliquetis Le client a besoin d'aide.,hardware,reparation,normale,Connexion interne défaillante,Hardware,"[""Connecteur de charge""]"
Le client indique que le PC redémarre aléatoirement depuis hier.,hardware,reparation,faible,Défaillance matérielle due à l'usure,Hardware,"[""RAM DDR4 8GB""]"
Le client indique que l'imprimante imprime des pages vides depuis ce matin.,hardware,maintenance,normale,Court-circuit dans l'alimentation,Hardware,"[""Pâte thermique""]"
Le client indique que le clavier ne fonctionne plus Problème récurrent.,hardware,reparation,critique,Vieillissement de la batterie,Hardware,"[""Ventilateur CPU"", ""Pâte thermique""]"
Le client indique que impossible d'accéder à certains dossiers,software,installation,normale,Infection par malware ou virus,Généraliste,[]
Client signale : installation d'un nouveau système d'exploitation Problème urgent.,software,installation,faible,Infection par malware ou virus,Généraliste,[]
Client signale : le réseau sans fil ne couvre pas tous les bureaux Cela se produit souvent.,reseau,configuration,normale,Interférence WiFi avec autres équipements,Généraliste,"[""Câble RJ45 5m""]"
Le touchpad du laptop est bloqué Cela se produit souvent.,hardware,reparation,critique,Surchauffe causée par poussière accumulée,Généraliste,"[""Carte mère""]"
Le ventilateur fait un bruit très fort depuis ce matin.,hardware,maintenance,haute,Surchauffe causée par poussière accumulée,Généraliste,"[""Pâte thermique"", ""Spray air comprimé""]"
Client signale : perte de paquets réseau fréquente Cela se produit souvent.,reseau,installation,normale,Interférence WiFi avec autres équipements,Généraliste,"[""Point d'accès WiFi""]"
Problème signalé : le navigateur redirige vers des sites inconnus Le client a besoin d'aide.,software,configuration,normale,Licence expirée ou fichiers corrompus,Généraliste,[]
Problème signalé : le logiciel erp ne se lance plus Cela se produit souvent.,software,installation,faible,Corruption du système d'exploitation,Software,[]
"Intervention requise : le processeur surchauffe, pc très lent Cela se produit souvent.",hardware,reparation,normale,Composant électronique endommagé,Hardware,"[""Écran LCD 15.6\""""]"
Signalement client : configuration du pare-feu pour accès externe depuis hier.,reseau,depannage,faible,Surcharge de la bande passante,Réseau,"[""Câble RJ45 5m""]"
Intervention requise : configuration du démarrage automatique Problème urgent.,software,configuration,faible,Surcharge mémoire et fragmentation,Généraliste,[]
Problème signalé : erreur 0x80070057 lors d'une opération windows Le client a besoin d'aide.,software,installation,normale,Mise à jour défectueuse du système,Généraliste,[]
Le touchpad du laptop est bloqué,hardware,maintenance,critique,Composant électronique endommagé,Hardware,"[""Pâte thermique""]"
Intervention requise : la box internet clignote en rouge,reseau,configuration,normale,Mauvaise configuration des paramètres réseau,Réseau,"[""Switch 8 ports""]"
Intervention requise : la batterie gonfle et déforme le boîtier depuis ce matin.,hardware,reparation,normale,Court-circuit dans l'alimentation,Hardware,"[""Disque SSD 256GB"", ""Câble SATA""]"
Problème signalé : problème de routage entre deux sites Problème récurrent.,reseau,installation,normale,Incompatibilité de protocoles réseau,Généraliste,"[""Routeur fibre""]"
Signalement client : les mises à jour automatiques échouent Cela se produit souvent.,software,configuration,faible,Erreur de configuration système,Software,[]
L'alimentation électrique ne démarre pas Problème urgent.,hardware,maintenance,normale,Dommage physique suite à choc,Généraliste,[]
L'ordinateur est très lent au démarrage depuis hier.,software,installation,normale,Surcharge mémoire et fragmentation,Généraliste,[]
Problème signalé : le système est bloqué sur l'écran de connexion depuis hier.,software,configuration,haute,Mise à jour défectueuse du système,Software,[]
Intervention requise : l'écran du laptop est fissuré Cela se produit souvent.,hardware,maintenance,normale,Connexion interne défaillante,Hardware,"[""Pâte thermique""]"
"Signalement client : le processeur surchauffe, pc très lent Problème urgent.",hardware,maintenance,normale,Surchauffe causée par poussière accumulée,Généraliste,"[""Pâte thermique"", ""Spray air comprimé""]"
Microsoft Office ne s'ouvre plus Cela se produit souvent.,software,reparation,critique,Conflit entre logiciels installés,Généraliste,[]
Le clavier du laptop a des touches enfoncées Problème récurrent.,hardware,maintenance,normale,Dommage physique suite à choc,Généraliste,"[""Pâte thermique"", ""Spray air comprimé""]"
Signalement client : migration de windows 7 vers windows 10,software,installation,normale,Infection par malware ou virus,Généraliste,[]
Signalement client : la connexion wifi se déconnecte souvent,reseau,installation,haute,Problème de sécurité réseau,Généraliste,"[""Câble RJ45 10m"", ""Connecteurs RJ45""]"
Intervention requise : le touchpad du laptop est bloqué Problème récurrent.,hardware,maintenance,critique,Dommage physique suite à choc,Généraliste,"[""Pâte thermique""]"
Le client indique que l'imprimante bourre constamment le papier,hardware,maintenance,haute,Dommage physique suite à choc,Généraliste,"[""Pâte thermique""]"
Le système est bloqué sur l'écran de connexion Le client a besoin d'aide.,software,installation,critique,Mise à jour défectueuse du système,Généraliste,[]
Signalement client : le bloc d'alimentation émet des odeurs depuis ce matin.,hardware,maintenance,normale,Vieillissement de la batterie,Hardware,"[""Spray air comprimé"", ""Spray nettoyant""]"
Signalement client : la webcam intégrée n'est plus détectée,hardware,maintenance,faible,Dommage physique suite à choc,Hardware,"[""Pâte thermique""]"
Installation d'un nouveau système d'exploitation Cela se produit souvent.,software,configuration,normale,Erreur de configuration système,Généraliste,[]
Signalement client : le pc redémarre aléatoirement Problème récurrent.,hardware,reparation,faible,Surchauffe causée par poussière accumulée,Généraliste,"[""Batterie laptop""]"
Signalement client : le système de sauvegarde automatique est arrêté depuis hier.,software,configuration,normale,Erreur de configuration système,Généraliste,[]
Intervention requise : le wifi est très lent et instable Le client a besoin d'aide.,reseau,depannage,normale,Problème de sécurité réseau,Généraliste,"[""Câble RJ45 5m""]"
Signalement client : le logiciel de caisse ne fonctionne plus Le client a besoin d'aide.,software,installation,haute,Surcharge mémoire et fragmentation,Généraliste,[]
Client signale : désinstallation impossible d'un logiciel depuis ce matin.,software,configuration,normale,Infection par malware ou virus,Généraliste,[]
Signalement client : la carte réseau intégrée ne fonctionne plus Problème récurrent.,hardware,reparation,critique,Connexion interne défaillante,Généraliste,"[""Ventilateur CPU"", ""Pâte thermique""]"
Intervention requise : configuration d'un serveur dhcp depuis hier.,reseau,installation,normale,Équipement réseau défaillant,Généraliste,"[""Point d'accès WiFi""]"
Client signale : la souris ne répond plus depuis hier.,hardware,reparation,haute,Connexion interne défaillante,Généraliste,"[""Clavier laptop""]"
Le client indique que le système est bloqué sur l'écran de connexion Problème urgent.,software,configuration,critique,Corruption du système d'exploitation,Software,[]
Client signale : la bande passante est saturée,reseau,installation,faible,Câblage endommagé ou mal branché,Réseau,"[""Câble RJ45 10m"", ""Connecteurs RJ45""]"
Le scanner ne détecte plus les documents,hardware,reparation,normale,Surchauffe causée par poussière accumulée,Hardware,"[""Batterie laptop""]"
Intervention requise : le pare-feu bloque une application métier Le client a besoin d'aide.,software,reparation,normale,Surcharge mémoire et fragmentation,Software,[]
